,State,City,Population,Total_law_enforcement_employees,Total_crime,employees_perCapita,crime_perCapita
1575,MASSACHUSETTS,Sharon,19222.0,33,64.0,0.0017167828529809593,0.003329518260326709
1576,MASSACHUSETTS,Shelburne,1834.0,3,5.0,0.0016357688113413304,0.0027262813522355507
1577,MASSACHUSETTS,Sherborn,4445.0,15,9.0,0.003374578177727784,0.0020247469066366703
1578,MASSACHUSETTS,Shirley,7641.0,14,40.0,0.0018322209134929983,0.005234916895694281
1579,MASSACHUSETTS,Shrewsbury,39602.0,62,250.0,0.0015655774960860562,0.006312812484217969
1580,MASSACHUSETTS,Somerset,18286.0,39,157.0,0.0021327791753253857,0.008585803346822705
1581,MASSACHUSETTS,Southampton,6199.0,13,30.0,0.002097112437489918,0.004839490240361349
1582,MASSACHUSETTS,Southborough,10328.0,25,37.0,0.002420604182804028,0.003582494190549961
1583,MASSACHUSETTS,Southbridge,16932.0,50,211.0,0.002952988424285377,0.012461611150484291
1584,MASSACHUSETTS,South Hadley,17520.0,32,251.0,0.0018264840182648401,0.01432648401826484
1585,MASSACHUSETTS,Southwick,9835.0,23,61.0,0.002338586680223691,0.0062023385866802234
1586,MASSACHUSETTS,Spencer,12014.0,22,77.0,0.001831196936906942,0.0064091892791742966
1587,MASSACHUSETTS,Springfield,154098.0,574,5047.0,0.003724902334877805,0.032751885163986555
1588,MASSACHUSETTS,Sterling,8270.0,20,29.0,0.0024183796856106408,0.0035066505441354295
1589,MASSACHUSETTS,Stockbridge,1877.0,8,21.0,0.004262120404901438,0.011188066062866276
1590,MASSACHUSETTS,Stoneham,24439.0,47,172.0,0.0019231556119317485,0.007037931175580016
1591,MASSACHUSETTS,Stoughton,29418.0,75,318.0,0.0025494595145829084,0.010809708341831531
1592,MASSACHUSETTS,Stow,7294.0,13,17.0,0.001782286811077598,0.002330682752947628
1593,MASSACHUSETTS,Sturbridge,9670.0,27,134.0,0.0027921406411582214,0.013857290589451914
1594,MASSACHUSETTS,Sudbury,19798.0,39,53.0,0.0019698959490857663,0.0026770380846550157
1595,MASSACHUSETTS,Sunderland,3628.0,6,28.0,0.0016538037486218302,0.007717750826901874
1596,MASSACHUSETTS,Swampscott,15766.0,30,116.0,0.001902828872256755,0.0073576049727261195
1597,MASSACHUSETTS,Swansea,17257.0,39,143.0,0.002259952483050356,0.008286492437851307
1598,MASSACHUSETTS,Taunton,58333.0,117,787.0,0.0020057257470042686,0.013491505665746662
1599,MASSACHUSETTS,Templeton,8213.0,14,41.0,0.0017046146353342263,0.00499208571776452
1600,MASSACHUSETTS,Tewksbury,31407.0,76,447.0,0.0024198427102238356,0.014232495940395454
1601,MASSACHUSETTS,Tisbury,4198.0,16,69.0,0.003811338732729871,0.01643639828489757
1602,MASSACHUSETTS,Topsfield,6774.0,13,13.0,0.001919102450546206,0.001919102450546206
1603,MASSACHUSETTS,Townsend,9574.0,13,88.0,0.0013578441612701066,0.009191560476289952
1605,MASSACHUSETTS,Uxbridge,14561.0,28,87.0,0.001922944852688689,0.005974864363711283
1606,MASSACHUSETTS,Wakefield,27470.0,48,123.0,0.0017473607571896616,0.004477611940298508
1607,MASSACHUSETTS,Walpole,27160.0,56,230.0,0.002061855670103093,0.008468335787923416
1608,MASSACHUSETTS,Waltham,62693.0,154,366.0,0.0024564145917407047,0.005837972341409727
1609,MASSACHUSETTS,Wareham,23956.0,55,299.0,0.0022958757722491233,0.012481215561863416
1610,MASSACHUSETTS,Warren,5252.0,9,36.0,0.0017136329017517135,0.006854531607006854
1611,MASSACHUSETTS,Watertown,36858.0,82,299.0,0.002224754463074502,0.008112214444625319
1612,MASSACHUSETTS,Wayland,13911.0,24,0.0,0.0017252533965926246,0.0
1613,MASSACHUSETTS,Webster,16963.0,34,289.0,0.002004362435889878,0.01703708070506396
1614,MASSACHUSETTS,Wellesley,29088.0,57,126.0,0.0019595709570957094,0.004331683168316832
1616,MASSACHUSETTS,Wenham,5236.0,11,13.0,0.0021008403361344537,0.002482811306340718
1617,MASSACHUSETTS,Westborough,19299.0,39,179.0,0.002020830094823566,0.009275091973677393
1618,MASSACHUSETTS,West Brookfield,3749.0,7,12.0,0.0018671645772205922,0.0032008535609495867
1619,MASSACHUSETTS,Westfield,41474.0,88,438.0,0.0021218112552442493,0.010560833293147514
1620,MASSACHUSETTS,Westford,25834.0,50,70.0,0.0019354339242858248,0.0027096074940001547
1621,MASSACHUSETTS,Westminster,8244.0,19,57.0,0.002304706453178069,0.006914119359534207
1622,MASSACHUSETTS,Weston,12195.0,35,34.0,0.002870028700287003,0.0027880278802788028
1623,MASSACHUSETTS,Westport,16286.0,36,104.0,0.0022104875353063983,0.006385852879774039
1624,MASSACHUSETTS,Westwood,16767.0,40,130.0,0.0023856384564919187,0.007753324983598735
1625,MASSACHUSETTS,Weymouth,59242.0,117,656.0,0.001974950204246987,0.01107322507680362
1626,MASSACHUSETTS,Wilbraham,14864.0,28,161.0,0.001883745963401507,0.010831539289558665
1627,MASSACHUSETTS,Williamsburg,2459.0,2,10.0,0.0008133387555917039,0.004066693777958519
1628,MASSACHUSETTS,Wilmington,23567.0,48,173.0,0.002036746297789282,0.007340773114948869
1629,MASSACHUSETTS,Winchendon,10973.0,21,89.0,0.0019137883896837692,0.008110817461040736
1630,MASSACHUSETTS,Winchester,22988.0,51,89.0,0.0022185488080737775,0.003871585174873847
1631,MASSACHUSETTS,Winthrop,18692.0,33,142.0,0.0017654611598544832,0.007596832869676867
1632,MASSACHUSETTS,Woburn,40568.0,81,457.0,0.0019966476040228754,0.011265036481956222
1633,MASSACHUSETTS,Worcester,186365.0,497,4737.0,0.002666809755050573,0.025417862796125883
1634,MASSACHUSETTS,Worthington,1178.0,1,1.0,0.0008488964346349745,0.0008488964346349745
1635,MASSACHUSETTS,Wrentham,12334.0,23,103.0,0.0018647640668071996,0.00835089995135398
1636,MASSACHUSETTS,Yarmouth,23295.0,75,294.0,0.003219575016097875,0.01262073406310367
1637,MICHIGAN,Adrian,20371.0,31,536.0,0.0015217711452555102,0.026311913995385596
1638,MICHIGAN,Adrian Township,6188.0,3,26.0,0.0004848093083387201,0.004201680672268907
1639,MICHIGAN,Akron,370.0,1,6.0,0.002702702702702703,0.016216216216216217
1640,MICHIGAN,Albion,8336.0,16,311.0,0.0019193857965451055,0.03730806142034549
1641,MICHIGAN,Allegan,5018.0,9,26.0,0.0017935432443204463,0.0051813471502590676
1642,MICHIGAN,Allen Park,26615.0,40,383.0,0.0015029118917903438,0.014390381363892542
1643,MICHIGAN,Alma,8754.0,16,125.0,0.0018277358921635824,0.014279186657527988
1644,MICHIGAN,Almont,2830.0,7,33.0,0.0024734982332155478,0.011660777385159011
1645,MICHIGAN,Alpena,9828.0,19,160.0,0.0019332519332519332,0.01628001628001628
1646,MICHIGAN,Ann Arbor,119805.0,143,2070.0,0.0011936062768665749,0.01727807687492175
1647,MICHIGAN,Argentine Township,6439.0,5,9.0,0.0007765180928715639,0.001397732567168815
1648,MICHIGAN,Armada,1695.0,2,14.0,0.0011799410029498525,0.008259587020648967
1649,MICHIGAN,Auburn Hills,25256.0,50,524.0,0.0019797275894836873,0.02074754513778904
1651,MICHIGAN,Bad Axe,2868.0,7,34.0,0.0024407252440725243,0.011854951185495118
1652,MICHIGAN,Bangor,1800.0,7,43.0,0.0038888888888888888,0.02388888888888889
1653,MICHIGAN,Baroda-Lake Township,3891.0,6,47.0,0.0015420200462606013,0.012079157029041377
1654,MICHIGAN,Barryton ,357.0,1,0.0,0.0028011204481792717,0.0
1655,MICHIGAN,Barry Township,3560.0,4,24.0,0.0011235955056179776,0.006741573033707865
1656,MICHIGAN,Bath Township,13226.0,13,129.0,0.000982912445183729,0.009753515802207773
1657,MICHIGAN,Battle Creek,60134.0,115,2170.0,0.0019123956497156351,0.03608607443376459
1658,MICHIGAN,Bay City,32200.0,50,735.0,0.0015527950310559005,0.02282608695652174
1659,MICHIGAN,Beaverton,1173.0,4,17.0,0.0034100596760443308,0.014492753623188406
1660,MICHIGAN,Belding,5738.0,8,77.0,0.0013942140118508191,0.013419309864064134
1661,MICHIGAN,Belleville,3854.0,10,65.0,0.002594706798131811,0.016865594187856773
1662,MICHIGAN,Benton Harbor,9660.0,14,456.0,0.0014492753623188406,0.04720496894409938
1664,MICHIGAN,Berkley,15307.0,40,79.0,0.0026131835108120466,0.0051610374338537926
1665,MICHIGAN,Berrien Springs-Oronoko Township,8854.0,9,57.0,0.0010164897221594759,0.006437768240343348
1666,MICHIGAN,Beverly Hills,10278.0,27,50.0,0.002626970227670753,0.004864759680871765
1667,MICHIGAN,Big Rapids,10406.0,18,29.0,0.0017297712857966558,0.0027868537382279455
1668,MICHIGAN,Birch Run,1461.0,7,71.0,0.004791238877481177,0.0485968514715948
1669,MICHIGAN,Birmingham,21436.0,43,140.0,0.0020059712632953908,0.006531069229333831
1670,MICHIGAN,Blackman Township,36111.0,42,1202.0,0.0011630805017861594,0.033286256265403893
1671,MICHIGAN,Blissfield,3240.0,7,15.0,0.0021604938271604936,0.004629629629629629
1673,MICHIGAN,Bloomfield Township,41809.0,85,240.0,0.0020330550838336243,0.005740390824941998
1674,MICHIGAN,Boyne City,3717.0,9,30.0,0.002421307506053269,0.008071025020177562
1675,MICHIGAN,Breckenridge,1259.0,1,9.0,0.0007942811755361397,0.007148530579825258
1676,MICHIGAN,Bridgeport Township,9658.0,11,146.0,0.0011389521640091116,0.01511700144957548
1677,MICHIGAN,Bridgman,2191.0,5,21.0,0.0022820629849383844,0.009584664536741214
1678,MICHIGAN,Brighton,7654.0,19,128.0,0.0024823621635746015,0.016723281944081524
1679,MICHIGAN,Bronson,2293.0,5,48.0,0.002180549498473615,0.020933275185346708
1680,MICHIGAN,Brown City,1230.0,2,10.0,0.0016260162601626016,0.008130081300813009
1681,MICHIGAN,Brownstown Township,32300.0,38,349.0,0.001176470588235294,0.010804953560371517
1682,MICHIGAN,Buchanan,4200.0,10,133.0,0.002380952380952381,0.03166666666666667
1683,MICHIGAN,Buena Vista Township,8035.0,13,210.0,0.0016179215930304915,0.02613565650280025
1684,MICHIGAN,Burton,28319.0,34,929.0,0.0012006073660793108,0.0328048306790494
1685,MICHIGAN,Cadillac,10536.0,16,273.0,0.0015186028853454822,0.025911161731207288
1686,MICHIGAN,Cambridge Township,5663.0,4,16.0,0.0007063393960798164,0.0028253575843192654
1687,MICHIGAN,Canton Township,94777.0,119,1050.0,0.0012555788851725629,0.01107863722211085
1688,MICHIGAN,Capac,1842.0,3,31.0,0.0016286644951140066,0.016829533116178068
1689,MICHIGAN,Caro,3967.0,7,103.0,0.0017645576002016637,0.025964204688681623
1690,MICHIGAN,Carrollton Township,5560.0,6,71.0,0.001079136690647482,0.01276978417266187
1691,MICHIGAN,Carson City,1104.0,1,0.0,0.0009057971014492754,0.0
1692,MICHIGAN,Caseville,720.0,2,9.0,0.002777777777777778,0.0125
1693,MICHIGAN,Caspian-Gaastra,1161.0,1,7.0,0.0008613264427217916,0.006029285099052541
1694,MICHIGAN,Cass City,2259.0,4,29.0,0.0017706949977866313,0.012837538733953076
1695,MICHIGAN,Cassopolis,1691.0,5,10.0,0.0029568302779420462,0.0059136605558840925
1696,MICHIGAN,Center Line,8074.0,20,119.0,0.0024770869457517958,0.014738667327223185
1697,MICHIGAN,Charlevoix,2477.0,8,38.0,0.003229713362939039,0.015341138473960436
1698,MICHIGAN,Charlotte,9049.0,16,201.0,0.001768151176925627,0.022212399160128193
1699,MICHIGAN,Cheboygan,4682.0,9,71.0,0.0019222554463904314,0.015164459632635626
1700,MICHIGAN,Chelsea,5422.0,14,35.0,0.0025820730357801547,0.006455182589450387
1701,MICHIGAN,Chesaning,2204.0,2,33.0,0.0009074410163339383,0.014972776769509982
1702,MICHIGAN,Chesterfield Township,46997.0,62,465.0,0.0013192331425410132,0.0098942485690576
1703,MICHIGAN,Chikaming Township,3073.0,7,55.0,0.002277904328018223,0.017897819720143184
1704,MICHIGAN,Chocolay Township,5888.0,6,33.0,0.0010190217391304348,0.005604619565217391
1705,MICHIGAN,Clare,3045.0,7,26.0,0.0022988505747126436,0.008538587848932676
1706,MICHIGAN,Clawson,11720.0,15,50.0,0.001279863481228669,0.004266211604095563
1707,MICHIGAN,Clayton Township,7037.0,7,42.0,0.000994742077589882,0.005968452465539292
1708,MICHIGAN,Clay Township,8902.0,23,93.0,0.0025836890586385082,0.010447090541451359
1709,MICHIGAN,Clinton,2283.0,4,15.0,0.0017520805957074025,0.006570302233902759
1710,MICHIGAN,Clinton Township,100094.0,100,1568.0,0.000999060882770196,0.015665274641836674
1711,MICHIGAN,Clio,2465.0,2,63.0,0.0008113590263691683,0.025557809330628803
1712,MICHIGAN,Coldwater,11954.0,21,315.0,0.0017567341475656685,0.026351012213485025
1713,MICHIGAN,Coleman,1202.0,2,14.0,0.0016638935108153079,0.011647254575707155
1714,MICHIGAN,Coloma Township,6307.0,10,112.0,0.0015855398763278896,0.017758046614872364
1715,MICHIGAN,Colon,1152.0,3,29.0,0.0026041666666666665,0.025173611111111112
1716,MICHIGAN,Columbia Township,7312.0,6,66.0,0.0008205689277899343,0.009026258205689279
1717,MICHIGAN,Constantine,2106.0,5,41.0,0.0023741690408357074,0.0194681861348528
1718,MICHIGAN,Corunna,3303.0,3,31.0,0.0009082652134423251,0.009385407205570693
1719,MICHIGAN,Covert Township,2884.0,9,51.0,0.0031206657420249652,0.01768377253814147
1720,MICHIGAN,Croswell,2235.0,5,59.0,0.0022371364653243847,0.026398210290827742
1721,MICHIGAN,Davison,4828.0,7,69.0,0.0014498757249378626,0.014291632145816073
1722,MICHIGAN,Davison Township,19226.0,22,163.0,0.0011442837823780298,0.00847810256943722
1723,MICHIGAN,Dearborn,92930.0,231,2094.0,0.002485741956311202,0.0225330894221457
1724,MICHIGAN,Dearborn Heights,54772.0,100,1113.0,0.0018257503834075805,0.02032060176732637
1725,MICHIGAN,Decatur,1707.0,5,67.0,0.0029291154071470417,0.03925014645577036
1726,MICHIGAN,Denton Township,5412.0,4,45.0,0.0007390983000739098,0.008314855875831485
1728,MICHIGAN,DeWitt,4869.0,7,14.0,0.0014376668720476485,0.002875333744095297
1729,MICHIGAN,DeWitt Township,15880.0,17,179.0,0.0010705289672544081,0.011272040302267002
1730,MICHIGAN,Dowagiac,5536.0,14,217.0,0.0025289017341040463,0.03919797687861272
1731,MICHIGAN,Dryden Township,4731.0,4,41.0,0.0008454872120059184,0.008666243923060663
1732,MICHIGAN,Durand,3792.0,5,28.0,0.0013185654008438818,0.007383966244725738
1733,MICHIGAN,East Grand Rapids,12129.0,29,188.0,0.0023909638057548026,0.015500041223513892
1734,MICHIGAN,East Jordan,2338.0,5,21.0,0.00213857998289136,0.008982035928143712
1735,MICHIGAN,East Lansing,47548.0,58,960.0,0.0012198199713973248,0.020190123664507446
1736,MICHIGAN,Eastpointe,31653.0,45,949.0,0.0014216661927779358,0.02998136037658358
1737,MICHIGAN,Eaton Rapids,5223.0,10,88.0,0.0019146084625694046,0.01684855447061076
1738,MICHIGAN,Eau Claire,588.0,1,1.0,0.0017006802721088435,0.0017006802721088435
1739,MICHIGAN,Ecorse,9635.0,18,364.0,0.001868188894654904,0.037778930980799166
1740,MICHIGAN,Elkton,735.0,1,12.0,0.0013605442176870747,0.0163265306122449
1742,MICHIGAN,Escanaba,12052.0,43,265.0,0.0035678725522734814,0.0219880517756389
1743,MICHIGAN,Essexville,3222.0,8,12.0,0.002482929857231533,0.0037243947858473
1744,MICHIGAN,Evart,1883.0,3,20.0,0.0015932023366967605,0.010621348911311737
1745,MICHIGAN,Fair Haven Township,1029.0,1,2.0,0.0009718172983479105,0.001943634596695821
1746,MICHIGAN,Farmington,10396.0,23,66.0,0.0022123893805309734,0.006348595613697576
1747,MICHIGAN,Farmington Hills,80044.0,137,727.0,0.0017115586427464895,0.009082504622457648
1748,MICHIGAN,Fennville,1438.0,6,6.0,0.004172461752433936,0.004172461752433936
1749,MICHIGAN,Fenton,11340.0,15,191.0,0.0013227513227513227,0.016843033509700175
1750,MICHIGAN,Ferndale,20228.0,51,357.0,0.0025212576626458373,0.017648803638520862
1751,MICHIGAN,Flat Rock,9968.0,20,137.0,0.0020064205457463883,0.013743980738362761
1752,MICHIGAN,Flint,94290.0,116,1857.0,0.0012302471099798493,0.0196945593382119
1753,MICHIGAN,Flint Township,30015.0,42,1376.0,0.0013993003498250875,0.04584374479426953
1754,MICHIGAN,Flushing,7789.0,11,61.0,0.001412248042110669,0.00783155732443189
1755,MICHIGAN,Flushing Township,10096.0,8,72.0,0.000792393026941363,0.0071315372424722665
1756,MICHIGAN,Forsyth Township,6160.0,9,51.0,0.001461038961038961,0.008279220779220779
1757,MICHIGAN,Fowlerville,2904.0,7,100.0,0.0024104683195592287,0.03443526170798898
1758,MICHIGAN,Frankenmuth,5728.0,9,43.0,0.0015712290502793297,0.007506983240223464
1759,MICHIGAN,Frankfort,1290.0,4,20.0,0.0031007751937984496,0.015503875968992248
1760,MICHIGAN,Franklin,3228.0,11,18.0,0.0034076827757125155,0.0055762081784386614
1761,MICHIGAN,Fraser,14316.0,29,214.0,0.0020257055043308185,0.014948309583682593
1762,MICHIGAN,Fremont,4102.0,9,5.0,0.0021940516821062897,0.0012189176011701609
1763,MICHIGAN,Fruitport Township,14690.0,11,427.0,0.0007488087134104834,0.029067392784206943
1764,MICHIGAN,Galien,525.0,2,0.0,0.0038095238095238095,0.0
1765,MICHIGAN,Garden City,26084.0,37,313.0,0.0014184940959975465,0.011999693298573838
1766,MICHIGAN,Garfield Township,846.0,1,0.0,0.001182033096926714,0.0
1768,MICHIGAN,Genesee Township,20258.0,19,344.0,0.0009379010761180768,0.016980945799190444
1769,MICHIGAN,Gerrish Township,2946.0,7,17.0,0.0023761031907671417,0.005770536320434488
1770,MICHIGAN,Gibraltar,4503.0,9,41.0,0.001998667554963358,0.009105041083721963
1771,MICHIGAN,Gladstone,4631.0,11,38.0,0.0023752969121140144,0.008205571150939322
1772,MICHIGAN,Gladwin,2884.0,6,49.0,0.0020804438280166435,0.01699029126213592
1774,MICHIGAN,Grand Blanc,7789.0,18,63.0,0.00231095134163564,0.00808832969572474
1775,MICHIGAN,Grand Blanc Township,36700.0,46,509.0,0.0012534059945504088,0.013869209809264305
1776,MICHIGAN,Grand Haven,11110.0,36,165.0,0.0032403240324032404,0.01485148514851485
1777,MICHIGAN,Grand Ledge,7891.0,15,71.0,0.0019008997592193638,0.008997592193638323
1778,MICHIGAN,Grand Rapids,201280.0,385,6989.0,0.001912758346581876,0.03472277424483307
1779,MICHIGAN,Grandville,15787.0,28,524.0,0.0017736111990878571,0.03319186672578704
1780,MICHIGAN,Grant,900.0,2,7.0,0.0022222222222222222,0.0077777777777777776
1781,MICHIGAN,Grayling,1841.0,6,90.0,0.0032590983161325366,0.04888647474198805
1782,MICHIGAN,Green Oak Township,19155.0,18,87.0,0.0009397024275646045,0.0045418950665622555
1783,MICHIGAN,Greenville,8378.0,17,240.0,0.00202912389591788,0.028646455001193602
1784,MICHIGAN,Grosse Ile Township,10076.0,22,21.0,0.002183406113537118,0.0020841603811036125
1785,MICHIGAN,Grosse Pointe,5094.0,23,68.0,0.004515115822536317,0.013349038084020416
1786,MICHIGAN,Grosse Pointe Farms,9012.0,37,72.0,0.0041056369285397245,0.007989347536617843
1787,MICHIGAN,Grosse Pointe Park,10918.0,38,109.0,0.0034804909324052022,0.009983513464004397
1789,MICHIGAN,Grosse Pointe Woods,15158.0,36,158.0,0.002374983507058979,0.010423538725425518
1790,MICHIGAN,Hamburg Township,21904.0,19,42.0,0.0008674214755295836,0.0019174579985390796
1791,MICHIGAN,Hampton Township,9282.0,10,115.0,0.0010773540185304892,0.012389571213100624
1792,MICHIGAN,Hamtramck,21346.0,36,547.0,0.00168649864143165,0.025625409912864237
1793,MICHIGAN,Hancock,4426.0,9,37.0,0.002033438770899232,0.008359692724807953
1794,MICHIGAN,Harbor Beach,1557.0,4,23.0,0.002569043031470777,0.014771997430956968
1796,MICHIGAN,Harper Woods,13582.0,29,633.0,0.00213517891326756,0.046605801796495365
1798,MICHIGAN,Hartford,2561.0,4,40.0,0.0015618898867629833,0.015618898867629832
1799,MICHIGAN,Hastings,7335.0,15,129.0,0.002044989775051125,0.017586912065439674
1800,MICHIGAN,Hazel Park,16189.0,38,267.0,0.0023472728395824327,0.016492680214960777
1801,MICHIGAN,Hesperia,935.0,2,13.0,0.0021390374331550803,0.013903743315508022
1803,MICHIGAN,Hillsdale,8081.0,16,134.0,0.0019799529761168173,0.016582106174978344
1804,MICHIGAN,Holland,33144.0,68,584.0,0.0020516533912623702,0.01762008206613565
1805,MICHIGAN,Holly,6079.0,9,29.0,0.0014805066622799803,0.004770521467346603
1806,MICHIGAN,Houghton,7524.0,11,68.0,0.0014619883040935672,0.009037745879851143
1807,MICHIGAN,Howell,9667.0,17,71.0,0.0017585600496534603,0.007344574325023275
1808,MICHIGAN,Hudson,2185.0,2,43.0,0.0009153318077803204,0.019679633867276888
1809,MICHIGAN,Huntington Woods,6199.0,18,23.0,0.002903694144216809,0.0037102758509437008
1810,MICHIGAN,Huron Township,16353.0,31,131.0,0.0018956766342567114,0.008010762551213845
1811,MICHIGAN,Imlay City,3584.0,8,51.0,0.002232142857142857,0.014229910714285714
1812,MICHIGAN,Inkster,23999.0,39,788.0,0.0016250677111546315,0.03283470144589358
1813,MICHIGAN,Ionia,10955.0,16,158.0,0.001460520310360566,0.014422638064810589
1814,MICHIGAN,Iron River,2808.0,3,31.0,0.0010683760683760685,0.01103988603988604
1815,MICHIGAN,Ironwood,4760.0,13,67.0,0.0027310924369747898,0.01407563025210084
1816,MICHIGAN,Ishpeming,6371.0,12,86.0,0.0018835347669125726,0.013498665829540103
1817,MICHIGAN,Ishpeming Township,3496.0,1,2.0,0.0002860411899313501,0.0005720823798627002
1818,MICHIGAN,Jackson,32271.0,53,1273.0,0.0016423414210901429,0.039447181680146264
1819,MICHIGAN,Jonesville,2201.0,2,46.0,0.0009086778736937755,0.020899591094956836
1821,MICHIGAN,Kalamazoo Township,24503.0,37,964.0,0.0015100191813247356,0.03934212137289311
1822,MICHIGAN,Kalkaska,2090.0,8,30.0,0.003827751196172249,0.014354066985645933
1823,MICHIGAN,Keego Harbor,3396.0,5,27.0,0.0014723203769140165,0.007950530035335688
1824,MICHIGAN,Kentwood,52028.0,82,1455.0,0.0015760744214653648,0.027965710771123243
