"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"508504","2022-01-27","2022-01-27","Foothill","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","39","M","H","1984"
"508505","2022-12-22","2022-12-22","West Valley","THEFT OF IDENTITY","41","F","W","1982"
"508506","2022-10-29","2022-10-29","Rampart","BATTERY - SIMPLE ASSAULT","34","M","H","1989"
"508507","2022-07-09","2022-07-09","Newton","THEFT PLAIN - PETTY ($950 & UNDER)","29","F","H","1994"
"508508","2022-02-17","2022-02-17","Mission","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","58","F","H","1965"
"508509","2022-04-28","2022-04-28","Newton","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","29","F","H","1994"
"508510","2022-02-07","2022-02-07","Southeast","ARSON","31","M","H","1992"
"508511","2022-02-12","2022-02-12","Pacific","BURGLARY","28","M","W","1995"
"508512","2022-05-07","2022-05-07","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","45","M","W","1978"
"508513","2022-04-04","2022-04-04","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","56","M","B","1967"
"508514","2022-11-16","2022-11-16","Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","17","M","H","2006"
"508515","2022-01-29","2022-01-29","Northeast","EXTORTION","32","F","H","1991"
